filename,width,height,class,xmin,ymin,xmax,ymax
five_87.jpg,640,480,5,122,302,364,480
five_88.jpg,640,480,5,0,91,312,480
five_89.jpg,640,480,5,166,368,353,480
five_9.jpg,640,480,5,0,114,360,480
five_90.jpg,640,480,5,105,256,326,480
five_91.jpg,640,480,5,158,371,337,480
five_92.jpg,640,480,5,142,355,384,480
five_93.jpg,640,480,5,76,256,296,480
five_94.jpg,640,480,5,82,246,316,480
five_95.jpg,640,480,5,141,334,345,480
five_96.jpg,640,480,5,0,113,331,480
five_97.jpg,640,480,5,92,219,318,480
five_98.jpg,640,480,5,128,316,355,480
five_99.jpg,640,480,5,91,259,331,480
four_0.jpg,640,480,4,118,286,315,480
four_1.jpg,640,480,4,114,252,304,480
four_10.jpg,640,480,4,0,187,336,480
four_11.jpg,640,480,4,130,304,321,480
four_12.jpg,640,480,4,101,240,251,480
four_13.jpg,640,480,4,103,240,288,480
four_14.jpg,640,480,4,132,295,368,480
four_15.jpg,640,480,4,140,348,385,480
four_16.jpg,640,480,4,144,320,400,480
four_17.jpg,640,480,4,91,215,354,480
four_18.jpg,640,480,4,0,163,340,480
four_19.jpg,640,480,4,0,137,316,480
four_2.jpg,640,480,4,141,344,376,480
four_20.jpg,640,480,4,0,190,368,480
four_21.jpg,640,480,4,107,256,288,480
four_22.jpg,640,480,4,117,323,320,480
four_23.jpg,640,480,4,112,258,304,480
four_24.jpg,640,480,4,131,295,327,480
four_25.jpg,640,480,4,133,336,368,480
four_26.jpg,640,480,4,123,288,295,480
four_27.jpg,640,480,4,143,304,368,480
four_28.jpg,640,480,4,114,280,318,480
four_29.jpg,640,480,4,89,193,278,480
four_3.jpg,640,480,4,105,248,272,480
four_30.jpg,640,480,4,124,288,336,480
four_31.jpg,640,480,4,150,357,400,480
four_32.jpg,640,480,4,112,257,304,480
four_33.jpg,640,480,4,96,220,280,480
four_34.jpg,640,480,4,16,170,258,480
four_35.jpg,640,480,4,99,224,272,480
four_36.jpg,640,480,4,102,220,288,480
four_37.jpg,640,480,4,143,328,381,480
four_38.jpg,640,480,4,105,278,256,480
four_39.jpg,640,480,4,140,298,372,480
four_4.jpg,640,480,4,28,256,264,480
four_40.jpg,640,480,4,114,304,320,480
four_41.jpg,640,480,4,128,240,324,480
four_42.jpg,640,480,4,57,247,328,480
four_43.jpg,640,480,4,112,286,289,480
four_44.jpg,640,480,4,0,125,273,480
four_45.jpg,640,480,4,128,240,333,480
four_46.jpg,640,480,4,112,253,267,480
four_47.jpg,640,480,4,113,293,320,480
four_48.jpg,640,480,4,14,256,232,480
four_49.jpg,640,480,4,0,149,299,480
four_5.jpg,640,480,4,113,238,310,480
four_50.jpg,640,480,4,87,197,274,480
four_51.jpg,640,480,4,110,232,338,480
four_52.jpg,640,480,4,123,236,320,480
four_53.jpg,640,480,4,125,246,318,480
four_54.jpg,640,480,4,48,248,297,480
four_55.jpg,640,480,4,0,123,369,480
four_56.jpg,640,480,4,125,298,306,480
four_57.jpg,640,480,4,115,319,314,480
four_58.jpg,640,480,4,112,248,322,480
four_59.jpg,640,480,4,128,270,349,480
four_6.jpg,640,480,4,75,194,259,480
four_60.jpg,640,480,4,96,298,352,480
four_61.jpg,640,480,4,111,264,356,480
four_62.jpg,640,480,4,96,227,272,480
four_63.jpg,640,480,4,123,330,326,480
four_64.jpg,640,480,4,123,258,358,480
four_65.jpg,640,480,4,124,327,327,480
four_66.jpg,640,480,4,123,245,311,480
four_67.jpg,640,480,4,0,108,305,480
four_68.jpg,640,480,4,134,294,363,480
four_69.jpg,640,480,4,20,237,224,480
four_7.jpg,640,480,4,32,194,264,480
four_70.jpg,640,480,4,104,220,304,480
four_71.jpg,640,480,4,112,274,291,480
four_72.jpg,640,480,4,115,288,304,480
four_73.jpg,640,480,4,109,272,309,480
four_74.jpg,640,480,4,118,275,296,480
four_75.jpg,640,480,4,131,279,336,480
four_76.jpg,640,480,4,32,256,295,480
four_77.jpg,640,480,4,80,277,336,480
four_78.jpg,640,480,4,144,330,363,480
four_79.jpg,640,480,4,141,304,392,480
four_8.jpg,640,480,4,149,344,400,480
four_80.jpg,640,480,4,75,203,251,480
four_81.jpg,640,480,4,109,230,267,480
four_82.jpg,640,480,4,114,256,320,480
four_83.jpg,640,480,4,128,266,391,480
four_84.jpg,640,480,4,123,252,333,480
four_85.jpg,640,480,4,134,336,336,480
four_86.jpg,640,480,4,28,199,226,480
four_87.jpg,640,480,4,48,276,305,480
four_88.jpg,640,480,4,122,262,298,480
four_89.jpg,640,480,4,0,192,348,480
four_9.jpg,640,480,4,102,297,262,480
four_90.jpg,640,480,4,142,304,397,480
four_91.jpg,640,480,4,32,224,244,480
four_92.jpg,640,480,4,0,153,363,480
four_93.jpg,640,480,4,141,331,344,480
four_94.jpg,640,480,4,103,238,301,480
four_95.jpg,640,480,4,112,246,300,480
four_96.jpg,640,480,4,130,314,345,480
four_97.jpg,640,480,4,0,149,381,480
four_98.jpg,640,480,4,141,336,364,480
four_99.jpg,640,480,4,121,241,379,480
one_0.jpg,640,480,1,0,158,332,480
one_1.jpg,640,480,1,35,254,261,480
one_10.jpg,640,480,1,112,245,292,480
one_11.jpg,640,480,1,110,272,315,480
one_12.jpg,640,480,1,81,176,264,480
one_13.jpg,640,480,1,109,252,298,480
one_14.jpg,640,480,1,96,208,272,480
one_15.jpg,640,480,1,0,0,293,480
one_16.jpg,640,480,1,0,152,326,480
one_17.jpg,640,480,1,97,238,338,480
one_18.jpg,640,480,1,96,288,357,480
one_19.jpg,640,480,1,96,313,316,480
one_2.jpg,640,480,1,114,303,356,480
one_20.jpg,640,480,1,96,220,263,480
one_21.jpg,640,480,1,96,306,384,480
one_22.jpg,640,480,1,96,284,327,480
one_23.jpg,640,480,1,60,272,259,480
one_24.jpg,640,480,1,96,234,266,480
one_25.jpg,640,480,1,96,194,282,480
one_26.jpg,640,480,1,0,189,329,480
one_27.jpg,640,480,1,97,251,350,480
one_28.jpg,640,480,1,53,206,290,480
one_29.jpg,640,480,1,96,194,293,480
one_3.jpg,640,480,1,96,218,272,480
one_30.jpg,640,480,1,112,307,343,480
one_31.jpg,640,480,1,101,316,323,480
one_32.jpg,640,480,1,112,276,322,480
one_33.jpg,640,480,1,19,240,236,480
one_34.jpg,640,480,1,96,246,327,480
one_35.jpg,640,480,1,97,290,357,480
one_36.jpg,640,480,1,96,320,326,480
one_37.jpg,640,480,1,103,199,313,480
one_38.jpg,640,480,1,0,147,288,480
one_39.jpg,640,480,1,112,272,342,480
one_4.jpg,640,480,1,114,311,332,480
one_40.jpg,640,480,1,61,224,292,480
one_41.jpg,640,480,1,84,226,322,480
one_42.jpg,640,480,1,24,282,253,480
one_43.jpg,640,480,1,78,212,226,480
one_44.jpg,640,480,1,100,232,336,480
one_45.jpg,640,480,1,96,266,336,480
one_46.jpg,640,480,1,53,252,311,480
one_47.jpg,640,480,1,96,203,288,480
one_48.jpg,640,480,1,96,211,273,480
one_49.jpg,640,480,1,96,213,284,480
one_5.jpg,640,480,1,60,179,247,480
one_50.jpg,640,480,1,99,271,361,480
one_51.jpg,640,480,1,96,183,290,480
one_52.jpg,640,480,1,112,322,384,480
one_53.jpg,640,480,1,96,360,400,480
one_54.jpg,640,480,1,96,334,345,480
one_55.jpg,640,480,1,57,205,272,480
one_56.jpg,640,480,1,112,309,343,480
one_57.jpg,640,480,1,96,254,265,480
one_58.jpg,640,480,1,64,272,302,480
one_59.jpg,640,480,1,55,224,320,480
one_6.jpg,640,480,1,96,337,396,480
one_60.jpg,640,480,1,0,96,298,480
one_61.jpg,640,480,1,49,272,377,480
one_62.jpg,640,480,1,99,282,359,480
one_63.jpg,640,480,1,96,244,261,480
one_64.jpg,640,480,1,64,211,256,480
one_65.jpg,640,480,1,0,126,320,480
one_66.jpg,640,480,1,112,332,401,480
one_67.jpg,640,480,1,96,341,384,480
one_68.jpg,640,480,1,96,218,304,480
one_69.jpg,640,480,1,93,192,280,480
one_7.jpg,640,480,1,95,205,272,480
one_70.jpg,640,480,1,96,278,316,480
one_71.jpg,640,480,1,83,224,231,480
one_72.jpg,640,480,1,0,151,341,480
one_73.jpg,640,480,1,28,201,249,480
one_74.jpg,640,480,1,52,226,299,480
one_75.jpg,640,480,1,96,206,273,480
one_76.jpg,640,480,1,0,162,294,480
one_77.jpg,640,480,1,109,235,306,480
one_78.jpg,640,480,1,100,278,304,480
one_79.jpg,640,480,1,96,200,304,480
one_8.jpg,640,480,1,12,190,339,480
one_80.jpg,640,480,1,55,274,320,480
one_81.jpg,640,480,1,0,187,320,480
one_82.jpg,640,480,1,114,310,352,480
one_83.jpg,640,480,1,50,285,294,480
one_84.jpg,640,480,1,101,352,370,480
one_85.jpg,640,480,1,80,288,352,480
one_86.jpg,640,480,1,53,270,314,480
one_87.jpg,640,480,1,112,278,320,480
one_88.jpg,640,480,1,0,154,322,480
one_89.jpg,640,480,1,104,262,300,480
one_9.jpg,640,480,1,85,264,220,480
one_90.jpg,640,480,1,0,167,302,480
one_91.jpg,640,480,1,0,160,312,480
one_92.jpg,640,480,1,59,256,362,480
one_93.jpg,640,480,1,80,183,261,480
one_94.jpg,640,480,1,112,262,332,480
one_95.jpg,640,480,1,41,201,269,480
one_96.jpg,640,480,1,0,123,320,480
one_97.jpg,640,480,1,96,215,304,480
one_98.jpg,640,480,1,53,208,314,480
one_99.jpg,640,480,1,60,206,316,480
three_0.jpg,640,480,3,51,196,320,480
three_1.jpg,640,480,3,112,256,367,480
three_10.jpg,640,480,3,137,324,384,480
three_11.jpg,640,480,3,125,304,356,480
three_12.jpg,640,480,3,94,247,336,480
three_13.jpg,640,480,3,11,192,272,480
three_14.jpg,640,480,3,0,158,358,480
three_15.jpg,640,480,3,124,264,384,480
three_16.jpg,640,480,3,106,281,328,480
three_17.jpg,640,480,3,48,241,274,480
three_18.jpg,640,480,3,115,313,405,480
three_19.jpg,640,480,3,123,262,379,480
three_2.jpg,640,480,3,125,334,340,480
three_20.jpg,640,480,3,96,200,330,480
three_21.jpg,640,480,3,0,189,247,480
three_22.jpg,640,480,3,0,57,284,480
three_23.jpg,640,480,3,51,272,379,480
three_24.jpg,640,480,3,95,247,298,480
three_25.jpg,640,480,3,48,234,229,480
three_26.jpg,640,480,3,35,251,309,480
three_27.jpg,640,480,3,39,192,294,480
three_28.jpg,640,480,3,111,256,371,480
three_29.jpg,640,480,3,100,237,337,480
three_3.jpg,640,480,3,0,41,270,480
three_30.jpg,640,480,3,41,245,309,480
three_31.jpg,640,480,3,44,196,320,480
three_32.jpg,640,480,3,0,65,292,480
three_33.jpg,640,480,3,117,310,414,480
three_34.jpg,640,480,3,95,254,376,480
three_35.jpg,640,480,3,48,221,320,480
three_36.jpg,640,480,3,128,337,326,480
three_37.jpg,640,480,3,70,195,324,480
three_38.jpg,640,480,3,116,326,320,480
three_39.jpg,640,480,3,0,77,324,480
three_4.jpg,640,480,3,108,280,347,480
three_40.jpg,640,480,3,137,307,376,480
three_41.jpg,640,480,3,116,303,372,480
three_42.jpg,640,480,3,106,229,417,480
three_43.jpg,640,480,3,0,130,346,480
three_44.jpg,640,480,3,0,92,303,480
three_45.jpg,640,480,3,128,287,384,480
three_46.jpg,640,480,3,112,290,338,480
three_47.jpg,640,480,3,137,368,376,480
three_48.jpg,640,480,3,96,227,339,480
three_49.jpg,640,480,3,112,320,310,480
three_5.jpg,640,480,3,12,168,249,480
three_50.jpg,640,480,3,120,329,336,480
three_51.jpg,640,480,3,125,288,391,480
three_52.jpg,640,480,3,89,229,326,480
three_53.jpg,640,480,3,110,227,378,480
three_54.jpg,640,480,3,91,208,358,480
three_55.jpg,640,480,3,95,233,346,480
three_56.jpg,640,480,3,43,258,315,480
three_57.jpg,640,480,3,0,100,338,480
three_58.jpg,640,480,3,0,87,290,480
three_59.jpg,640,480,3,108,254,357,480
three_6.jpg,640,480,3,128,296,362,480
three_60.jpg,640,480,3,100,221,369,480
three_61.jpg,640,480,3,51,257,348,480
three_62.jpg,640,480,3,110,256,354,480
three_63.jpg,640,480,3,94,268,382,480
three_64.jpg,640,480,3,48,267,320,480
three_65.jpg,640,480,3,116,256,372,480
three_66.jpg,640,480,3,108,253,345,480
three_67.jpg,640,480,3,96,181,343,480
three_68.jpg,640,480,3,108,320,304,480
three_69.jpg,640,480,3,95,294,409,480
three_7.jpg,640,480,3,0,66,286,480
three_70.jpg,640,480,3,48,245,352,480
three_71.jpg,640,480,3,93,225,327,480
three_72.jpg,640,480,3,108,290,346,480
three_73.jpg,640,480,3,48,225,227,480
three_74.jpg,640,480,3,96,224,317,480
three_75.jpg,640,480,3,77,192,282,480
three_76.jpg,640,480,3,125,282,369,480
three_77.jpg,640,480,3,0,69,302,480
three_78.jpg,640,480,3,95,286,405,480
three_79.jpg,640,480,3,114,301,413,480
three_8.jpg,640,480,3,44,217,325,480
three_80.jpg,640,480,3,0,0,284,480
three_81.jpg,640,480,3,0,128,337,480
three_82.jpg,640,480,3,103,195,392,480
three_83.jpg,640,480,3,76,208,258,480
three_84.jpg,640,480,3,11,210,257,480
three_85.jpg,640,480,3,0,114,331,480
three_86.jpg,640,480,3,0,106,322,480
three_87.jpg,640,480,3,109,284,330,480
three_88.jpg,640,480,3,140,345,386,480
three_89.jpg,640,480,3,83,198,343,480
three_9.jpg,640,480,3,83,184,328,480
three_90.jpg,640,480,3,50,252,278,480
three_91.jpg,640,480,3,0,77,330,480
three_92.jpg,640,480,3,94,167,356,480
three_93.jpg,640,480,3,96,200,391,480
three_94.jpg,640,480,3,95,235,290,480
three_95.jpg,640,480,3,53,260,373,480
three_96.jpg,640,480,3,48,244,236,480
three_97.jpg,640,480,3,0,43,276,480
three_98.jpg,640,480,3,95,240,321,480
three_99.jpg,640,480,3,0,93,309,480
two_0.jpg,640,480,2,76,192,231,480
two_1.jpg,640,480,2,48,200,238,480
two_10.jpg,640,480,2,31,176,312,480
two_11.jpg,640,480,2,102,219,312,480
two_12.jpg,640,480,2,106,304,379,480
two_13.jpg,640,480,2,96,314,373,480
two_14.jpg,640,480,2,92,214,255,480
two_15.jpg,640,480,2,93,215,320,480
two_16.jpg,640,480,2,16,214,256,480
two_17.jpg,640,480,2,0,131,300,480
two_18.jpg,640,480,2,45,224,356,480
two_19.jpg,640,480,2,48,189,274,480
two_2.jpg,640,480,2,55,235,339,480
two_20.jpg,640,480,2,53,274,344,480
two_21.jpg,640,480,2,96,187,288,480
two_22.jpg,640,480,2,95,258,317,480
two_23.jpg,640,480,2,0,227,240,480
two_24.jpg,640,480,2,52,251,286,480
two_25.jpg,640,480,2,96,196,276,480
two_26.jpg,640,480,2,92,221,329,480
two_27.jpg,640,480,2,44,225,351,480
two_28.jpg,640,480,2,96,213,304,480
two_29.jpg,640,480,2,96,179,298,480
two_3.jpg,640,480,2,102,227,304,480
two_30.jpg,640,480,2,32,191,292,480
two_31.jpg,640,480,2,95,201,258,480
two_32.jpg,640,480,2,0,152,330,480
two_33.jpg,640,480,2,111,296,355,480
two_34.jpg,640,480,2,36,191,265,480
two_35.jpg,640,480,2,93,208,268,480
two_36.jpg,640,480,2,26,235,348,480
two_37.jpg,640,480,2,106,252,363,480
two_38.jpg,640,480,2,94,230,251,480
two_39.jpg,640,480,2,16,264,273,480
two_4.jpg,640,480,2,95,266,353,480
two_40.jpg,640,480,2,0,157,314,480
two_41.jpg,640,480,2,104,268,306,480
two_42.jpg,640,480,2,32,163,256,480
two_43.jpg,640,480,2,101,308,339,480
two_44.jpg,640,480,2,32,223,280,480
two_45.jpg,640,480,2,77,219,225,480
two_46.jpg,640,480,2,94,193,294,480
two_47.jpg,640,480,2,48,272,342,480
two_48.jpg,640,480,2,95,258,290,480
two_49.jpg,640,480,2,0,107,284,480
two_5.jpg,640,480,2,54,248,314,480
two_50.jpg,640,480,2,96,211,266,480
two_51.jpg,640,480,2,48,302,322,480
two_52.jpg,640,480,2,98,213,320,480
two_53.jpg,640,480,2,96,308,328,480
two_54.jpg,640,480,2,95,230,320,480
two_55.jpg,640,480,2,0,160,323,480
two_56.jpg,640,480,2,0,134,269,480
two_57.jpg,640,480,2,95,249,258,480
two_58.jpg,640,480,2,0,118,312,480
two_59.jpg,640,480,2,36,252,380,480
two_6.jpg,640,480,2,0,156,273,480
two_60.jpg,640,480,2,35,173,294,480
two_61.jpg,640,480,2,48,272,384,480
two_62.jpg,640,480,2,20,226,310,480
two_63.jpg,640,480,2,0,186,332,480
two_64.jpg,640,480,2,0,0,298,480
two_65.jpg,640,480,2,30,336,373,480
two_66.jpg,640,480,2,36,288,386,480
two_67.jpg,640,480,2,96,272,320,480
two_68.jpg,640,480,2,54,223,337,480
two_69.jpg,640,480,2,0,175,308,480
two_7.jpg,640,480,2,97,304,332,480
two_70.jpg,640,480,2,0,140,336,480
two_71.jpg,640,480,2,27,246,311,480
two_72.jpg,640,480,2,44,218,288,480
two_73.jpg,640,480,2,42,278,341,480
two_74.jpg,640,480,2,82,160,272,480
two_75.jpg,640,480,2,35,199,330,480
two_76.jpg,640,480,2,32,316,364,480
two_77.jpg,640,480,2,35,272,360,480
two_78.jpg,640,480,2,51,285,227,480
two_79.jpg,640,480,2,8,252,246,480
two_8.jpg,640,480,2,106,258,320,480
two_80.jpg,640,480,2,0,154,284,480
two_81.jpg,640,480,2,0,84,296,480
two_82.jpg,640,480,2,80,167,257,480
two_83.jpg,640,480,2,105,242,331,480
two_84.jpg,640,480,2,91,290,343,480
two_85.jpg,640,480,2,16,190,243,480
two_86.jpg,640,480,2,35,235,348,480
two_87.jpg,640,480,2,95,288,338,480
two_88.jpg,640,480,2,108,301,346,480
two_89.jpg,640,480,2,34,256,304,480
two_9.jpg,640,480,2,96,309,330,480
two_90.jpg,640,480,2,98,239,288,480
two_91.jpg,640,480,2,105,306,354,480
two_92.jpg,640,480,2,56,220,278,480
two_93.jpg,640,480,2,0,176,341,480
two_94.jpg,640,480,2,72,192,235,480
two_95.jpg,640,480,2,16,195,279,480
two_96.jpg,640,480,2,96,229,293,480
two_97.jpg,640,480,2,102,256,343,480
two_98.jpg,640,480,2,34,294,310,480
two_99.jpg,640,480,2,105,238,337,480
